HTTP Concurrent Connections,TCP Timeouts,HTTP Bytes
0,90,0
0,90,0
0,90,0
0,90,0
0,90,0
0,90,0
0,90,0
0,90,0
0,90,0
0,90,0
0,90,0
0,108,0
0,180,0
0,180,0
0,180,0
0,180,0
0,180,0
0,180,0
0,180,0
0,180,0
0,180,0
0,180,0
0,180,0
0,262,0
0,270,0
0,270,0
0,270,0
0,270,0
0,270,0
0,270,0
0,270,0
0,270,0
0,270,0
0,270,0
0,270,0
0,360,0
0,360,0
0,360,0
0,360,0
0,360,0
0,360,0
0,360,0
0,360,0
0,360,0
0,360,0
0,360,0
0,360,0
0,450,0
0,450,0
0,450,0
0,450,0
0,450,0
0,450,0
0,450,0
0,450,0
0,450,0
0,450,0
0,450,0
0,450,0
0,450,0
0,450,0
